mn,sd,med,type,par,ne,class,context,ft
6.76393963574079,0.00108888130838039,6.76394976999966,nu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_5e+05_ft.RData,5e+05,dsfs,CHG,Intron
5.46701434256987,0.00357143154817948,5.46690014362744,mu,largedata/revise_features/dsfs_pop3_gf_CHG_Intron_5e+05_ft.RData,5e+05,dsfs,CHG,Intron
5.65522550069369,0.347062655142809,5.727865487391,s,largedata/revise_features/dsfs_pop3_gf_CHG_TE_1e+05_ft.RData,1e+05,dsfs,CHG,TE
5.3228970673944,0.00771666078676525,5.32455366323741,nu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_1e+05_ft.RData,1e+05,dsfs,CHG,TE
4.19443557787066,0.0156788274536125,4.19103751025058,mu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_1e+05_ft.RData,1e+05,dsfs,CHG,TE
5.69243547271768,0.343803054843585,5.77529876270479,s,largedata/revise_features/dsfs_pop3_gf_CHG_TE_1e+06_ft.RData,1e+06,dsfs,CHG,TE
6.32374470568509,0.00764523485492525,6.32566854603825,nu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_1e+06_ft.RData,1e+06,dsfs,CHG,TE
5.19277872938116,0.0154911490555194,5.18897534468052,mu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_1e+06_ft.RData,1e+06,dsfs,CHG,TE
5.64260749107934,0.36851918196584,5.7570554446016,s,largedata/revise_features/dsfs_pop3_gf_CHG_TE_50000_ft.RData,50000,dsfs,CHG,TE
5.02161387279506,0.00819666634130764,5.02425436277296,nu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_50000_ft.RData,50000,dsfs,CHG,TE
3.89401482327918,0.0167106347800925,3.88873990054345,mu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_50000_ft.RData,50000,dsfs,CHG,TE
5.69760493630774,0.352142637715995,5.78703426196302,s,largedata/revise_features/dsfs_pop3_gf_CHG_TE_5e+05_ft.RData,5e+05,dsfs,CHG,TE
6.02283023268474,0.00784707191273418,6.02493091064322,nu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_5e+05_ft.RData,5e+05,dsfs,CHG,TE
4.89153042031508,0.0158646081740068,4.88738574644353,mu,largedata/revise_features/dsfs_pop3_gf_CHG_TE_5e+05_ft.RData,5e+05,dsfs,CHG,TE
0.378826138625125,0.00193167284207901,0.378828889684889,s,largedata/revise_features/gf_sfs_pop3_CG_Exon_1e+05_ft.RData,1e+05,gf_sfs,CG,Exon
6.45037567146499,0.00117357236526101,6.45038674386315,nu,largedata/revise_features/gf_sfs_pop3_CG_Exon_1e+05_ft.RData,1e+05,gf_sfs,CG,Exon
5.84639345289248,0.00108014868891579,5.84641742021413,mu,largedata/revise_features/gf_sfs_pop3_CG_Exon_1e+05_ft.RData,1e+05,gf_sfs,CG,Exon
0.378864988744134,0.00197983906730214,0.378861715717271,s,largedata/revise_features/gf_sfs_pop3_CG_Exon_1e+06_ft.RData,1e+06,gf_sfs,CG,Exon
7.45039487240806,0.00120035356004951,7.45042015803058,nu,largedata/revise_features/gf_sfs_pop3_CG_Exon_1e+06_ft.RData,1e+06,gf_sfs,CG,Exon
6.84637394325367,0.00110241851427743,6.84637832621698,mu,largedata/revise_features/gf_sfs_pop3_CG_Exon_1e+06_ft.RData,1e+06,gf_sfs,CG,Exon
0.378748150168007,0.00190154985909507,0.378744396073445,s,largedata/revise_features/gf_sfs_pop3_CG_Exon_50000_ft.RData,50000,gf_sfs,CG,Exon
6.14932487840173,0.00117318928852192,6.14933473369426,nu,largedata/revise_features/gf_sfs_pop3_CG_Exon_50000_ft.RData,50000,gf_sfs,CG,Exon
5.54541180829951,0.00106355910529652,5.54541637515367,mu,largedata/revise_features/gf_sfs_pop3_CG_Exon_50000_ft.RData,50000,gf_sfs,CG,Exon
0.378850261892921,0.00191917272342878,0.378869206855751,s,largedata/revise_features/gf_sfs_pop3_CG_Exon_5e+05_ft.RData,5e+05,gf_sfs,CG,Exon
