mn,sd,med,type,par,ne,class,teo,context,ft
5.61599866909437,0.00838888021704022,5.61518214017563,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_1e+06_ft.RData,1e+06,dsfs,hypo,CG,Intron
0.84970626375079,0.749951605640687,1.38123017090227,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_50000_ft.RData,50000,dsfs,hypo,CG,Intron
5.53540365977118,0.0205548816894464,5.54897137145445,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_50000_ft.RData,50000,dsfs,hypo,CG,Intron
4.45331069685195,0.127991145554064,4.35740802837504,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_50000_ft.RData,50000,dsfs,hypo,CG,Intron
1.68360008212892,0.06821537489741,1.68434170697051,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_5e+05_ft.RData,5e+05,dsfs,hypo,CG,Intron
6.55754165422471,0.00249652762745048,6.55757113806775,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_5e+05_ft.RData,5e+05,dsfs,hypo,CG,Intron
5.31717861126281,0.00870788493489936,5.31682100644809,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_Intron_teo-hypo_5e+05_ft.RData,5e+05,dsfs,hypo,CG,Intron
6.95012730173618,0.0036041908314119,6.95012406899555,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_1e+05_ft.RData,1e+05,dsfs,hyper,CG,TE
8.68314029182601,0.110193466146977,8.67951885780507,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_1e+05_ft.RData,1e+05,dsfs,hyper,CG,TE
5.28618419305447,0.000215771895793603,5.2862000769599,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_1e+05_ft.RData,1e+05,dsfs,hyper,CG,TE
6.95049183326402,0.00436686680393975,6.95113624079093,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_1e+06_ft.RData,1e+06,dsfs,hyper,CG,TE
9.68230717425168,0.110614184080937,9.67754708027273,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_1e+06_ft.RData,1e+06,dsfs,hyper,CG,TE
6.28616034762951,0.000268778542739339,6.28614148544918,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_1e+06_ft.RData,1e+06,dsfs,hyper,CG,TE
6.95035702661858,0.00389757410756343,6.95041268687112,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_50000_ft.RData,50000,dsfs,hyper,CG,TE
8.38064450698458,0.110204822894732,8.37732289127125,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_50000_ft.RData,50000,dsfs,hyper,CG,TE
4.98514019227241,0.000240792617613534,4.98516979640562,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_50000_ft.RData,50000,dsfs,hyper,CG,TE
6.95077689137207,0.00437382241852106,6.95108978447457,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_5e+05_ft.RData,5e+05,dsfs,hyper,CG,TE
9.38271592729214,0.110319028403402,9.37946500184154,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_5e+05_ft.RData,5e+05,dsfs,hyper,CG,TE
5.98511371816375,0.000270074454235734,5.98511309101632,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hyper_5e+05_ft.RData,5e+05,dsfs,hyper,CG,TE
1.26513253579474,0.0326342782899266,1.26741283271221,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hypo_1e+05_ft.RData,1e+05,dsfs,hypo,CG,TE
5.82755607915492,0.00206692320094363,5.8276046202797,nu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hypo_1e+05_ft.RData,1e+05,dsfs,hypo,CG,TE
4.77379855604336,0.00535909780162426,4.77335460708538,mu,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hypo_1e+05_ft.RData,1e+05,dsfs,hypo,CG,TE
1.28131801716382,0.0391119742937914,1.28601148518741,s,largedata/revise_ft_sep/dsfs_pop3_gf_CG_TE_teo-hypo_1e+06_ft.RData,1e+06,dsfs,hypo,CG,TE
