value,type,par,ne
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02686046995974,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02640674931862,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02640674931862,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02640674931862,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.0266168016236,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.0266168016236,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.0266168016236,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.0266168016236,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.0266168016236,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02680261152467,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02680261152467,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02680261152467,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02680261152467,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02680261152467,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02732223320255,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02732223320255,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02732223320255,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02667935271713,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02634554318724,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02640155566893,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
